#,Season,Name,Team,ERA,FIP,GB%,WAR,xFIP,WPA,K%,BB%,K-BB%,xERA
207,2009,Tommy Hanson,ATL,2.89,3.5,40.20%,2.4,3.97,2.3,22.20%,8.80%,13.40%,
208,2009,Sean O'Sullivan,LAA,6.29,6.1,36.30%,-0.3,4.89,-1.04,13.40%,6.90%,6.50%,
209,2009,Kenshin Kawakami,ATL,3.97,4.31,43.20%,1.2,4.54,0.32,16.00%,8.60%,7.30%,
210,2009,Koji Uehara,BAL,4.05,3.56,30.20%,1.8,4.42,0.11,17.20%,4.30%,12.90%,
211,2009,Doug Fister,SEA,4.2,5.11,41.40%,0.3,4.42,0.4,13.90%,5.60%,8.40%,
212,2009,Bud Norris,HOU,4.61,4.96,38.50%,0.4,4.36,0.31,21.20%,10.20%,11.00%,
213,2009,Matt Maloney,CIN,4.87,5.41,34.40%,0,4.73,-0.06,16.50%,4.70%,11.80%,
214,2009,Bobby Parnell,NYM,7.93,5.08,47.60%,0.1,4.92,-1.3,17.00%,11.50%,5.50%,
215,2010,Daniel McCutchen,PIT,6.49,6.85,38.40%,-0.7,5.65,-1.2,11.00%,10.50%,0.50%,
216,2010,Iván Nova,NYY,4.91,4.41,52.50%,0.4,4.2,0.23,15.10%,8.80%,6.30%,
217,2010,Barry Enright,ARI,3.91,5.62,35.10%,-0.3,4.96,0.57,12.00%,7.10%,4.90%,
218,2010,Carlos Monasterios,LAD,5.91,6.38,41.80%,-0.7,5.22,-1.27,11.50%,7.90%,3.60%,
219,2010,Jhoulys Chacín,COL,2.98,3.5,47.30%,2.7,3.66,0.88,22.90%,10.60%,12.30%,
220,2010,Brian Matusz,BAL,4.3,4.05,36.20%,2.8,4.31,0.89,18.80%,8.30%,10.50%,
221,2010,Luis Atilano,WSN,5.15,5,40.80%,0.3,5,-0.45,10.40%,8.30%,2.10%,
222,2010,Jake Arrieta,BAL,4.66,4.76,42.20%,0.8,5.17,-0.49,11.60%,10.70%,0.90%,
223,2010,Brad Lincoln,PIT,6.57,5.68,37.50%,-0.3,5.3,-1.37,9.10%,6.10%,3.00%,
224,2010,Jonathon Niese,NYM,4.2,4.1,47.70%,1.9,3.8,-0.76,19.20%,8.10%,11.20%,
225,2010,Sam LeCure,CIN,4.86,5.78,44.00%,-0.2,5.22,-0.26,14.20%,12.90%,1.30%,
226,2010,Mitch Talbot,CLE,4.41,4.48,47.80%,1.4,4.85,-1.37,12.60%,9.90%,2.70%,
227,2010,Alex Sanabia,FLA,3.66,3.53,35.40%,1.3,4.55,0.75,13.90%,5.60%,8.20%,
228,2010,Madison Bumgarner,SFG,3,3.65,45.10%,1.7,3.85,1.07,18.20%,5.50%,12.70%,
229,2010,John Ely,LAD,5.49,4.38,45.80%,0.7,4.09,-1.14,17.70%,9.30%,8.40%,
230,2010,Esmil Rogers,COL,6.34,3.42,53.70%,0.9,3.89,-1.07,16.00%,7.20%,8.80%,
231,2010,Carlos Carrasco,CLE,3.83,4.13,56.80%,0.4,3.42,0.27,20.20%,7.40%,12.80%,
232,2010,Trevor Bell,LAA,4.66,3.19,39.80%,0.9,4.3,-0.57,16.60%,9.20%,7.40%,
233,2010,Daniel Hudson,2 Tms,2.45,3.38,35.20%,2.3,3.76,2.35,22.60%,7.30%,15.30%,
234,2010,Dillon Gee,NYM,2.18,4.2,47.00%,0.3,5,0.37,12.50%,11.00%,1.50%,
235,2010,Wade Davis,TBR,4.07,4.79,39.20%,1.1,4.61,-0.15,15.70%,8.60%,7.10%,
236,2010,Jaime García,STL,2.7,3.41,55.90%,2.4,3.62,1.46,19.00%,9.20%,9.80%,
237,2010,Casey Coleman,CHC,3.33,4.27,49.40%,0.5,4.9,0.31,10.60%,9.70%,1.00%,
238,2010,Jeanmar Gómez,CLE,4.68,4.73,46.80%,0.3,4.57,-0.56,12.80%,8.30%,4.50%,
239,2010,Josh Tomlin,CLE,4.56,4.58,28.40%,0.7,4.76,-0.3,14.30%,6.30%,8.00%,
240,2010,Travis Wood,CIN,3.51,3.42,30.50%,2.1,3.97,1.32,20.50%,6.20%,14.30%,
241,2010,Mike Minor,ATL,6.18,3.82,35.20%,0.5,3.63,-1.21,23.00%,5.60%,17.40%,
242,2010,Hisanori Takahashi,NYM,5.01,4.59,36.70%,0.4,4.21,0.09,19.20%,7.50%,11.70%,
243,2010,Mike Leake,CIN,3.78,4.54,50.20%,0.9,4.18,0.18,14.80%,8.10%,6.70%,
244,2010,Stephen Strasburg,WSN,2.91,2.08,47.80%,2.3,2.04,1.12,33.60%,6.20%,27.40%,
245,2011,Blake Beavan,SEA,4.27,4.46,38.10%,0.8,4.45,-0.38,10.40%,3.70%,6.70%,
246,2011,Marco Estrada,MIL,3.7,3.87,45.10%,0.4,3.55,0.52,20.00%,6.10%,13.90%,
247,2011,Charlie Furbush,2 Tms,6.83,5.15,41.80%,0,4.13,-2.25,17.90%,6.70%,11.20%,
248,2011,Cory Luebke,SDP,3.31,3.16,35.60%,2,3.03,-0.05,27.30%,7.10%,20.10%,
249,2011,Iván Nova,NYY,3.66,4.01,52.90%,1.9,4.15,0.36,14.00%,8.10%,5.90%,
250,2011,Zack Britton,BAL,4.61,4,52.80%,1.9,4.12,-1.03,14.60%,9.30%,5.30%,
251,2011,Danny Duffy,KCR,5.64,4.82,37.50%,0.6,4.53,-1.8,18.40%,10.80%,7.60%,
252,2011,Rubby De La Rosa,LAD,3.88,4.07,48.30%,0.4,3.64,-0.24,23.30%,12.70%,10.60%,
253,2011,Tyler Chatwood,LAA,4.81,4.88,46.70%,0,4.95,-1.37,11.80%,11.50%,0.30%,
254,2011,Kyle Drabek,TOR,5.7,5.5,44.80%,-0.2,5.15,-1.03,14.30%,15.50%,-1.20%,
255,2011,Jeremy Hellickson,TBR,2.95,4.44,35.00%,2,4.72,1.7,15.10%,9.30%,5.80%,
256,2011,Scott Diamond,MIN,5.08,4.36,46.20%,0.3,4.87,-0.29,10.50%,9.40%,1.10%,
257,2011,Guillermo Moscoso,OAK,3.38,4.28,27.20%,1.4,5.04,-0.2,13.90%,7.20%,6.60%,
258,2011,Michael Pineda,SEA,3.74,3.42,36.30%,3.5,3.53,0.52,24.90%,7.90%,17.00%,
259,2011,Henderson Alvarez III,TOR,3.53,3.97,53.50%,0.7,3.38,0.08,15.40%,3.10%,12.40%,
260,2011,Randall Delgado,ATL,2.83,5.14,38.40%,-0.2,4.97,0.32,12.20%,9.50%,2.70%,
261,2011,Vance Worley,PHI,3.02,3.24,39.10%,2.3,3.64,1.3,21.20%,7.80%,13.40%,
262,2011,Alex Cobb,TBR,3.42,3.61,54.00%,0.9,3.9,0.38,16.50%,9.40%,7.10%,
263,2011,Henry Sosa,HOU,5.23,4.77,44.40%,0.2,4.5,-0.68,16.50%,10.00%,6.50%,
264,2011,Josh Collmenter,ARI,3.59,3.9,30.70%,1.9,4.33,1.48,15.60%,4.70%,10.80%,
265,2011,Dillon Gee,NYM,4.32,4.59,47.60%,0.5,4.44,-0.8,16.00%,9.90%,6.10%,
266,2011,Zach Stewart,2 Tms,6,4.74,49.50%,0.2,3.91,-0.75,13.70%,5.80%,7.90%,
267,2011,Jordan Lyles,HOU,5.02,4.45,39.90%,0.5,4.15,-1.47,15.60%,5.90%,9.70%,
268,2011,Juan Nicasio,COL,4.14,3.65,45.90%,1.3,3.43,-0.17,19.40%,6.00%,13.40%,
269,2011,Wade Miley,ARI,4.15,4.79,46.00%,0,4.32,0.04,14.40%,10.30%,4.00%,
270,2011,Brandon Beachy,ATL,3.68,3.19,33.80%,2.4,3.16,0.81,28.60%,7.80%,20.80%,
271,2011,Aneury Rodriguez,HOU,5.8,5.11,27.60%,0.1,5,-1.07,14.50%,7.80%,6.70%,
272,2011,Brad Hand,FLA,4.2,5.73,28.60%,-0.4,5.63,-0.79,14.40%,13.30%,1.10%,
273,2011,Mike Minor,ATL,4.14,3.39,37.10%,1.1,3.62,0.36,21.30%,8.30%,13.00%,
274,2011,Alex White,2 Tms,7.01,7.08,46.10%,-0.9,4.92,-1.69,15.60%,10.50%,5.10%,
275,2012,Matt Moore,TBR,3.81,3.93,37.40%,2.4,4.35,-0.89,23.10%,10.70%,12.40%,
276,2012,Jeremy Hefner,NYM,5.32,3.34,41.20%,1.3,4.06,-1.44,17.40%,4.60%,12.80%,
277,2012,Corey Kluber,CLE,5.14,4.28,44.80%,0.8,3.99,-1.3,19.20%,6.40%,12.80%,
278,2012,Zach McAllister,CLE,4.24,4.24,40.50%,1.7,4.11,-1.5,20.30%,7.00%,13.30%,
279,2012,Travis Blackley,OAK,4.54,4,45.50%,1,4.25,-0.09,16.80%,7.00%,9.80%,
280,2012,Liam Hendriks,MIN,5.59,5.57,41.00%,-0.1,4.75,-1.66,13.10%,6.80%,6.30%,
281,2012,Jarrod Parker,OAK,3.47,3.43,44.30%,3.7,3.95,1.79,18.60%,8.40%,10.30%,
282,2012,Scott Diamond,MIN,3.54,3.94,53.40%,2.4,3.93,-0.1,12.60%,4.30%,8.30%,
283,2012,Randall Delgado,ATL,4.42,4.14,50.20%,0.5,4.21,-0.63,18.30%,10.60%,7.80%,
284,2012,David Phelps,NYY,3.77,4.49,42.90%,0.4,4.16,0.28,22.40%,9.50%,12.90%,
285,2012,Miguel González,BAL,3.36,4.63,36.10%,0.9,4.65,1.28,16.90%,7.80%,9.10%,
286,2012,Lucas Harrell,HOU,3.76,3.75,57.20%,2.7,3.89,0.43,16.90%,9.40%,7.50%,
287,2012,Tommy Milone,OAK,3.74,3.93,38.10%,3.1,4.02,0.75,17.30%,4.60%,12.80%,
288,2012,Mike Fiers,MIL,3.77,3.13,32.50%,2.7,3.51,0.72,24.80%,6.70%,18.10%,
289,2012,Tyson Ross,OAK,6.45,4.85,48.50%,0.3,4.87,-1.32,13.10%,10.20%,2.90%,
290,2012,Christian Friedrich,COL,6.17,4.63,42.20%,0.8,4.06,-0.93,19.60%,8.00%,11.70%,
291,2012,Will Smith,KCR,5.32,4.66,42.00%,0.7,4.64,-1.69,14.90%,8.30%,6.60%,
292,2012,Cole De Vries,MIN,3.99,4.81,30.90%,0.6,4.71,0.03,15.60%,4.90%,10.70%,
293,2012,Tyler Cloyd,PHI,4.91,5.25,32.30%,-0.1,4.19,-0.6,21.70%,5.10%,16.70%,
294,2012,Wade Miley,ARI,3.34,3.04,42.40%,4.1,3.7,1.05,18.50%,4.30%,14.20%,
295,2012,Nathan Eovaldi,2 Tms,4.3,4.13,45.50%,1.2,4.56,-0.59,14.80%,8.90%,5.90%,
296,2012,Dylan Axelrod,CHW,5.03,4.85,43.20%,0.2,4.66,-0.18,17.30%,7.50%,9.80%,
297,2012,Patrick Corbin,ARI,4.91,4.1,44.70%,0.9,3.79,-0.59,18.20%,5.20%,13.00%,
298,2012,Dallas Keuchel,HOU,5.27,5.74,52.10%,-0.5,5.12,-1.23,10.10%,10.30%,-0.30%,
299,2012,Dan Straily,OAK,3.89,6.48,30.00%,-0.4,5.3,-0.1,18.60%,9.30%,9.30%,
300,2012,Joe Kelly,STL,3.74,4.2,53.10%,0.5,4.08,-0.06,15.10%,8.20%,6.90%,
301,2012,Garrett Richards,LAA,4.42,4.98,48.00%,0.1,5.01,-0.6,14.30%,11.40%,3.00%,
302,2012,Jacob Turner,2 Tms,4.42,4.79,45.20%,0.2,4.34,-0.32,15.60%,6.90%,8.70%,
303,2012,Erasmo Ramírez,SEA,3.64,3.24,37.00%,1.2,3.52,0.18,22.00%,4.30%,17.70%,
304,2012,Drew Hutchison,TOR,4.6,4.48,44.60%,0.5,4.03,-0.73,19.10%,7.80%,11.30%,
305,2012,A.J. Griffin,OAK,3.06,3.85,37.50%,1.4,4.02,0.65,19.00%,5.70%,13.40%,
306,2012,Jose Quintana,CHW,3.97,4.29,47.90%,1.5,4.25,0.68,14.30%,7.40%,7.00%,
307,2012,Drew Pomeranz,COL,4.93,4.81,43.90%,0.8,4.49,-0.65,19.10%,10.60%,8.50%,
308,2012,Matt Harvey,NYM,2.73,3.3,38.10%,1.3,3.49,0.54,28.60%,10.60%,18.00%,
309,2012,Drew Smyly,DET,3.79,3.77,39.90%,1.8,3.87,-0.21,22.30%,6.60%,15.70%,
310,2012,Andrew Werner,SDP,5.58,4.09,52.80%,0.4,3.93,-0.93,19.80%,7.90%,11.90%,
311,2012,Hisashi Iwakuma,SEA,2.65,3.9,50.90%,1.3,3.61,0.91,19.90%,7.10%,12.80%,
312,2012,Wei-Yin Chen,BAL,4.02,4.42,37.10%,2.2,4.34,-0.1,18.80%,7.00%,11.90%,
313,2012,Yu Darvish,TEX,3.9,3.29,46.20%,4.7,3.52,1.3,27.10%,10.90%,16.20%,
314,2013,André Rienzo,CHW,4.82,5.85,47.80%,-0.4,4.76,-0.63,15.20%,11.20%,4.00%,
315,2013,Brett Oberholtzer,HOU,2.24,3.39,36.30%,1.4,4.18,1.05,15.80%,5.00%,10.80%,
316,2013,Ethan Martin,PHI,6.55,6.11,29.30%,-0.4,4.86,-1.01,22.60%,13.80%,8.80%,
317,2013,Pedro Hernandez,MIN,7.36,5.58,41.00%,-0.3,5.16,-1.62,11.60%,9.50%,2.10%,
318,2013,Brandon Maurer,SEA,6.2,4.83,42.30%,0.2,4.22,-1.92,16.90%,6.80%,10.10%,
319,2013,Brad Peacock,HOU,5,4.74,36.70%,0.4,4.31,-0.72,22.10%,10.00%,12.10%,
320,2013,Danny Salazar,CLE,3.12,3.16,34.40%,1.2,2.75,0.25,30.80%,7.10%,23.70%,
321,2013,Chris Archer,TBR,3.22,4.07,46.80%,1.1,3.91,1.01,19.20%,7.20%,12.00%,
322,2013,Tom Koehler,MIA,4.51,4.38,47.60%,0.5,4.32,-1.33,14.90%,8.60%,6.30%,
323,2013,Julio Teheran,ATL,3.2,3.69,37.80%,2.6,3.76,1.06,22.00%,5.80%,16.10%,
324,2013,Martín Pérez,TEX,3.62,4.23,48.10%,1.4,4.04,0.73,15.90%,7.00%,8.90%,
325,2013,Jonathan Pettibone,PHI,4.04,4.18,49.40%,0.9,4.3,-0.63,15.10%,8.70%,6.40%,
326,2013,Wily Peralta,MIL,4.37,4.3,51.00%,0.9,4.13,-1.08,16.10%,9.10%,7.00%,
327,2013,Andrew Albers,MIN,4.05,3.96,43.50%,0.9,4.42,-0.37,10.00%,2.80%,7.20%,
328,2013,Stephen Fife,LAD,3.04,4.17,51.90%,0.4,3.84,-0.31,18.20%,7.40%,10.80%,
329,2013,Tyler Cloyd,PHI,6.96,4.56,37.70%,0.3,4.74,-1.19,14.20%,7.90%,6.30%,
330,2013,Donovan Hand,MIL,4.17,6.1,44.20%,-0.5,4.74,-0.36,12.40%,6.50%,5.90%,
331,2013,Dan Straily,OAK,3.96,4.05,36.40%,1.9,4.42,0.45,19.40%,8.90%,10.50%,
332,2013,Chris Rusin,CHC,3.93,4.75,48.10%,0.2,4.46,0.11,12.80%,8.50%,4.30%,
333,2013,Todd Redmond,TOR,4.41,4.35,29.10%,0.7,4.07,0.03,24.50%,7.10%,17.30%,
334,2013,Kyle Gibson,MIN,6.53,5.17,50.30%,-0.1,4.77,-1.43,12.20%,8.40%,3.80%,
335,2013,Tyler Skaggs,ARI,5.12,4.86,44.80%,0,3.95,-0.67,21.20%,8.80%,12.40%,
336,2013,Shelby Miller,STL,3.06,3.67,38.40%,2.1,3.73,1.1,23.40%,7.90%,15.50%,
337,2013,Jarred Cosart,HOU,1.95,4.35,54.50%,0.4,4.68,1.42,13.40%,14.20%,-0.80%,
338,2013,Zack Wheeler,NYM,3.42,4.17,43.20%,1,4.21,-0.1,19.50%,10.70%,8.80%,
339,2013,Robbie Erlin,SDP,3.93,3.66,37.30%,0.8,3.95,0.42,17.90%,6.90%,11.00%,
340,2013,Taylor Jordan,WSN,3.66,3.49,57.50%,0.7,3.8,-0.51,13.20%,5.00%,8.20%,
341,2013,Chad Bettis,COL,5.02,5.07,48.90%,0.1,4.83,-0.59,13.10%,10.20%,2.80%,
342,2013,Tyler Thornburg,MIL,1.47,2.65,35.30%,1.1,4.11,1.05,20.00%,9.40%,10.60%,
343,2013,Tyler Lyons,STL,5.56,3.9,46.30%,0.3,4.14,-0.68,17.60%,7.40%,10.10%,
344,2013,José Fernández,MIA,2.19,2.73,45.10%,4.2,3.08,3.53,27.50%,8.50%,18.90%,
345,2013,Nick Tepesch,TEX,4.87,4.16,49.30%,1,3.64,-0.98,19.40%,6.20%,13.20%,
346,2013,Justin Grimm,TEX,6.37,4.79,43.80%,0.4,4.21,-1.83,16.70%,7.60%,9.10%,
347,2013,Tony Cingrani,CIN,2.77,3.85,33.80%,1.5,3.48,0.72,28.30%,9.40%,19.00%,
348,2013,Sonny Gray,OAK,2.85,2.83,53.60%,1.4,2.99,0.53,24.80%,7.70%,17.10%,
349,2013,Gerrit Cole,PIT,3.22,2.91,49.10%,2.4,3.14,0.95,21.30%,6.00%,15.40%,
350,2013,Alex Wood,ATL,3.54,3.05,46.30%,1.2,3.57,-0.01,22.00%,9.00%,13.10%,
351,2013,Michael Wacha,STL,2.83,3.25,44.20%,0.9,3.78,0.62,21.10%,7.80%,13.30%,
352,2013,Hyun Jin Ryu,LAD,3,3.24,50.60%,3.8,3.46,1.51,19.70%,6.30%,13.40%,
353,2014,Scott Carroll,CHW,5.4,4.84,53.90%,0.2,4.66,-2,10.00%,7.50%,2.50%,
354,2014,Allen Webster,BOS,5.03,4.35,46.00%,0.2,4.97,-0.78,13.90%,10.80%,3.10%,
355,2014,Matt Shoemaker,LAA,2.89,2.88,41.90%,2.5,3.24,1.06,22.80%,4.40%,18.50%,
356,2014,Yohan Flande,COL,5.77,4.08,57.30%,0.6,3.76,-0.68,13.60%,6.40%,7.30%,
357,2014,Jake Odorizzi,TBR,4.13,3.75,29.90%,1.8,3.9,-0.22,24.20%,8.20%,16.00%,
358,2014,Trevor May,MIN,7.89,4.82,34.60%,0.3,4.34,-1.63,20.80%,9.90%,10.90%,
359,2014,Chase Anderson,ARI,4.01,4.22,39.90%,0.6,3.67,0.57,21.60%,8.20%,13.40%,
360,2014,Yohan Pino,MIN,5.07,3.94,28.60%,0.9,4.08,-0.79,19.40%,5.40%,14.00%,
361,2014,Collin McHugh,HOU,2.73,3.11,42.10%,3,3.11,1.37,25.40%,6.60%,18.70%,
362,2014,TJ House,CLE,3.39,3.7,60.50%,1.1,3.09,1.11,18.80%,5.20%,13.60%,
363,2014,Kyle Lobstein,DET,4.28,3.76,45.20%,0.5,4.03,-0.22,17.30%,7.20%,10.10%,
364,2014,Vidal Nuño,2 Tms,4.29,4.39,38.10%,0.8,4.11,-1.44,18.90%,6.60%,12.40%,
365,2014,David Hale,ATL,2.45,3.65,46.50%,0.5,4.38,-0.02,15.90%,11.60%,4.30%,
366,2014,Tyler Matzek,COL,4,3.73,50.00%,2,3.86,0.77,18.30%,8.60%,9.60%,
367,2014,Jimmy Nelson,MIL,4.76,3.82,48.60%,0.8,3.93,-1.32,18.60%,6.30%,12.30%,
368,2014,Shane Greene,NYY,3.79,3.64,50.00%,1,3.31,0.26,23.50%,7.60%,15.90%,
369,2014,Christian Bergman,COL,5.93,4.74,32.70%,0.3,4.55,-0.58,12.40%,4.00%,8.40%,
370,2014,Jacob deGrom,NYM,2.69,2.67,45.40%,3.6,3.03,1.47,25.50%,7.60%,17.90%,
371,2014,Chase Whitley,NYY,4.76,3.81,46.90%,0.7,3.79,-0.22,16.80%,4.70%,12.10%,
372,2014,Mike Bolsinger,ARI,5.47,4.06,53.20%,0.3,3.25,-1.44,20.40%,6.80%,13.60%,
373,2014,David Buchanan,PHI,3.75,4.27,50.70%,1,4.14,-1.05,14.10%,6.40%,7.80%,
374,2014,Brandon Cumpton,PIT,4.98,3.22,44.40%,0.8,4.09,-0.3,13.70%,6.00%,7.60%,
375,2014,Anthony Ranaudo,BOS,4.81,6.89,34.10%,-0.8,5.79,-0.4,8.80%,9.40%,-0.60%,
376,2014,James Paxton,SEA,3.04,3.28,54.80%,1.1,3.54,0.49,19.50%,9.60%,9.90%,
377,2014,Yordano Ventura,KCR,3.23,3.64,47.90%,2.5,3.77,1.02,20.10%,8.90%,11.20%,
378,2014,Kyle Hendricks,CHC,2.46,3.32,47.80%,1.6,3.92,1.21,14.60%,4.70%,10.00%,
379,2014,Blake Treinen,WSN,3,3.6,62.80%,0.4,4.14,-0.17,10.70%,7.30%,3.30%,
380,2014,Roenis Elías,SEA,3.85,4.03,45.40%,1.1,3.95,-0.01,20.60%,9.20%,11.40%,
381,2014,Trevor Bauer,CLE,4.18,4.01,35.30%,1.4,4.14,-1.58,21.60%,9.00%,12.50%,
382,2014,Nick Martinez,TEX,4.9,5.13,33.60%,0.1,5.28,-1.99,12.10%,8.90%,3.20%,
383,2014,Rafael Montero,NYM,3.98,5.16,33.90%,0,4.29,-0.47,21.40%,11.20%,10.20%,
384,2014,Tsuyoshi Wada,CHC,3.25,3.75,35.90%,1,3.96,0.06,19.70%,6.60%,13.10%,
385,2014,Jesse Hahn,SDP,2.96,3.43,49.70%,0.8,3.63,0.29,22.60%,10.10%,12.50%,
386,2014,Marcus Stroman,TOR,3.29,2.79,53.70%,3.3,3.16,0.87,21.10%,5.50%,15.60%,
387,2014,Kevin Gausman,BAL,3.57,3.41,41.40%,2,3.93,0.65,18.50%,8.00%,10.50%,
388,2014,Masahiro Tanaka,NYY,2.77,3.04,46.60%,2.9,2.58,1.81,26.00%,3.90%,22.10%,
389,2014,Odrisamer Despaigne,SDP,3.36,3.74,52.10%,0.8,4.01,-0.82,16.10%,7.90%,8.20%,
390,2015,Carlos Frías,LAD,4.42,4.38,54.00%,0.2,4.24,-0.42,13.00%,7.50%,5.50%,
391,2015,Mike Montgomery,SEA,4.6,4.67,51.20%,0.2,4.44,-0.58,16.20%,9.40%,6.80%,
392,2015,Trevor May,MIN,4.43,3.35,38.00%,1.9,3.96,0.05,20.30%,5.00%,15.30%,
393,2015,Alex Colomé,TBR,4.7,4.64,40.70%,0.4,4.59,-0.21,15.00%,8.20%,6.80%,
394,2015,Steven Wright,BOS,3.96,4.87,41.90%,0.1,4.7,0.14,18.10%,7.70%,10.40%,
395,2015,John Lamb,CIN,5.8,4.16,37.70%,0.6,3.73,-0.92,26.40%,8.60%,17.70%,
396,2015,Kyle Lobstein,DET,6.1,4.56,51.40%,0.6,4.71,-0.67,11.40%,8.40%,3.00%,
397,2015,Keyvius Sampson,CIN,6.66,4.87,38.80%,0.3,5.08,-1.64,16.10%,10.50%,5.60%,
398,2015,Chris Heston,SFG,3.95,4.02,53.00%,1.3,3.98,-0.44,18.90%,8.60%,10.30%,
399,2015,Mike Foltynewicz,ATL,5.68,5.17,33.80%,-0.1,4.63,-1.53,19.00%,7.30%,11.70%,
400,2015,Vince Velasquez,HOU,4.03,3.27,28.80%,0.9,4.26,0.17,24.40%,9.00%,15.40%,
401,2015,Robbie Ray,ARI,3.52,3.53,43.30%,2.3,4.03,0.39,21.80%,9.00%,12.80%,
402,2015,Aaron Sanchez,TOR,3.55,5.21,58.10%,-0.1,4.64,0.2,14.90%,13.20%,1.80%,
403,2015,José Ureña,MIA,4.86,4.43,48.40%,0.3,5.08,-0.43,10.40%,9.00%,1.50%,
404,2015,Williams Pérez,ATL,4.61,4.74,50.80%,0.2,4.76,-0.37,14.30%,9.50%,4.80%,
405,2015,Justin Nicolino,MIA,4.01,4.85,44.40%,0.1,5.3,0.43,7.60%,6.60%,1.00%,
406,2015,Noah Syndergaard,NYM,3.24,3.25,46.50%,2.9,2.91,0.47,27.50%,5.10%,22.40%,
407,2015,Matt Andriese,TBR,3.57,4.15,47.40%,0.3,4.39,-0.08,15.40%,6.00%,9.40%,
408,2015,Aaron Brooks,OAK,6.33,4.93,42.50%,0.2,4.46,-0.25,15.70%,6.00%,9.70%,
409,2015,Chris Bassitt,OAK,3.58,3.41,45.80%,1.6,4.15,0.1,17.90%,6.70%,11.20%,
410,2015,Nick Tropeano,LAA,3.93,2.59,38.10%,1.1,3.57,-0.08,24.20%,6.40%,17.80%,
411,2015,Adam Morgan,PHI,4.48,4.88,30.60%,0.5,5.12,-0.49,13.90%,4.80%,9.10%,
