#,Season,Name,Team,ERA,FIP,GB%,WAR,xFIP,WPA,K%,BB%,K-BB%,xERA
616,2020,Tony Gonsolin,LAD,1.94,1.94,34.30%,1.9,3.53,1.27,27.90%,3.90%,24.00%,
617,2020,Dane Dunning,CHW,3.97,3.99,45.10%,0.7,4.16,-0.15,24.60%,9.20%,15.50%,
618,2020,Patrick Sandoval,LAA,6.75,6.67,52.30%,-0.2,5.05,-0.88,15.70%,9.60%,6.10%,
619,2020,Kyle Wright,ATL,5.21,5.9,44.60%,-0.2,5.33,-0.41,17.90%,14.30%,3.60%,
620,2020,Sixto Sánchez,MIA,3.46,3.5,58.00%,1,4.08,0.72,20.90%,7.00%,13.90%,
621,2020,Kyle Cody,TEX,1.96,4.23,44.40%,0.4,5.83,0.27,15.80%,13.20%,2.60%,
622,2020,Dustin May,LAD,2.89,4.63,52.50%,0.5,4.25,0.5,17.40%,6.80%,10.50%,
623,2020,Daniel Castano,MIA,3.86,5.16,45.80%,0.1,5.56,-0.12,9.80%,8.80%,1.00%,
624,2020,Michael King,NYY,8.36,4.91,38.10%,0.1,5.39,-0.4,23.50%,13.20%,10.30%,
625,2020,Brandon Bielak,HOU,7.06,8.31,36.20%,-0.5,6.1,-0.43,16.20%,12.10%,4.00%,
626,2020,Tanner Houck,BOS,0.53,3.25,46.90%,0.4,3.73,0.58,33.30%,14.30%,19.00%,
627,2020,Ljay Newsome,SEA,5.68,5.48,34.80%,0,5.29,-0.02,14.30%,1.80%,12.50%,
628,2020,Ian Anderson,ATL,1.95,2.54,52.50%,1.1,3.45,0.72,29.70%,10.10%,19.60%,
629,2020,Jesús Luzardo,OAK,3.83,4.31,47.80%,0.7,3.54,0.59,25.40%,5.40%,20.00%,
630,2020,Nate Pearson,TOR,6.61,7.66,35.40%,-0.3,6.28,-0.37,18.90%,16.20%,2.70%,
631,2020,Deivi García,NYY,4.98,4.15,33.30%,0.8,4.63,0.13,22.60%,4.10%,18.50%,
632,2020,David Peterson,NYM,3.74,4.55,42.30%,0.5,5.07,0.37,20.50%,11.60%,8.90%,
633,2020,Josh Fleming,TBR,3.16,4.67,57.90%,0.2,3.64,0.14,20.40%,4.90%,15.50%,
634,2020,Huascar Ynoa,ATL,8.53,5.56,55.80%,0,5.03,-0.48,16.40%,9.80%,6.60%,
635,2020,Casey Mize,DET,6.99,6.47,38.60%,-0.2,5.37,-0.88,19.50%,9.80%,9.80%,
636,2020,Kris Bubic,KCR,4.32,4.75,46.60%,0.5,4.48,-0.55,22.10%,9.90%,12.20%,
637,2020,Tarik Skubal,DET,6,5.6,27.80%,0,4.87,-0.42,26.70%,8.60%,18.10%,
638,2020,Trevor Rogers,MIA,6.11,4.33,47.40%,0.4,3.67,-0.25,30.00%,10.00%,20.00%,
639,2020,Johan Oviedo,STL,5.47,5.3,39.50%,0.1,5.83,-0.61,14.30%,8.90%,5.40%,
640,2020,Spencer Howard,PHI,5.92,5.86,38.00%,0,5.03,-0.38,20.40%,8.80%,11.50%,
641,2020,Randy Dobnak,MIN,4.05,3.96,62.10%,0.8,4.45,0.15,13.50%,6.50%,7.00%,
642,2020,Brady Singer,KCR,4.06,4.08,53.10%,1,4.05,0.39,23.20%,8.70%,14.40%,
643,2020,Kwang Hyun Kim,STL,1.42,3.9,49.60%,0.6,4.55,1.38,16.10%,8.10%,8.10%,
644,2021,Zach Thompson,MIA,3.25,3.8,43.90%,1.1,4.51,-0.13,20.90%,8.40%,12.50%,
645,2021,Justin Steele,CHC,4.95,5.99,45.70%,-0.2,4.71,-0.54,19.80%,10.40%,9.40%,
646,2021,Spenser Watkins,BAL,7.63,5.56,34.80%,0.2,5.36,-1.34,15.00%,7.90%,7.00%,
647,2021,Adbert Alzolay,CHC,5.16,5.14,44.90%,0.4,3.89,-0.99,24.10%,7.20%,16.90%,
648,2021,Tyler Gilbert,ARI,3.47,4.49,38.30%,0.3,5.29,-0.17,14.00%,7.70%,6.30%,
649,2021,Triston McKenzie,CLE,5.03,4.73,30.80%,1.1,4.5,-0.03,27.30%,11.30%,16.10%,
650,2021,James Kaprielian,OAK,3.8,4.31,35.40%,1.2,4.62,0.62,24.20%,8.60%,15.70%,
651,2021,Josh Rogers,WSN,3.28,5.83,29.70%,0,6,0.57,14.60%,9.30%,5.30%,
652,2021,Sam Hentges,CLE,7.9,4.66,44.40%,0.4,5.46,-1.14,18.20%,13.60%,4.50%,
653,2021,Vladimir Gutierrez,CIN,4.74,5.22,43.40%,0.7,5.11,0.08,17.70%,9.30%,8.50%,
654,2021,Dean Kremer,BAL,7.55,6.99,30.40%,-0.3,5.73,-1.42,19.20%,10.20%,9.00%,
655,2021,Keegan Akin,BAL,6.9,5.74,35.10%,0.2,5.49,-1.73,18.50%,10.80%,7.70%,
656,2021,Dane Dunning,TEX,4.55,3.94,53.90%,1.9,3.93,0.1,21.90%,8.70%,13.30%,
657,2021,Wil Crowe,PIT,5.43,5.67,42.80%,-0.3,4.89,-2.12,21.00%,10.60%,10.40%,
658,2021,Alex Wells,BAL,7.05,6.6,30.20%,-0.1,5.95,-0.7,14.30%,7.10%,7.10%,
659,2021,Charlie Barnes,MIN,5.94,4.94,40.50%,0.2,6.26,-0.44,11.00%,9.10%,1.90%,
660,2021,Tanner Houck,BOS,3.68,2.64,49.00%,1.8,3.08,0.49,30.00%,6.20%,23.90%,
661,2021,Ian Anderson,ATL,3.58,4.12,49.30%,1.8,3.96,1.15,23.20%,9.90%,13.30%,
662,2021,Kyle Muller,ATL,3.79,3.73,35.60%,0.6,4.93,0.42,24.30%,13.50%,10.80%,
663,2021,Eli Morgan,CLE,5.34,5.14,29.20%,0.4,4.92,-0.47,21.40%,5.80%,15.60%,
664,2021,Griffin Jax,MIN,6.1,6.24,32.40%,-0.5,5.77,-1.34,17.80%,7.90%,9.90%,
665,2021,Matt Peacock,ARI,5.29,5.11,58.50%,0,4.32,-0.68,15.50%,7.70%,7.70%,
666,2021,Matt Manning,DET,5.8,4.62,44.50%,0.8,5.13,-0.72,14.80%,8.60%,6.20%,
667,2021,Bruce Zimmermann,BAL,5.37,5.52,38.40%,0.3,4.63,-0.61,18.90%,7.90%,10.90%,
668,2021,Josh Fleming,TBR,6.23,4.29,56.70%,0.6,4.41,-0.56,15.60%,8.00%,7.60%,
669,2021,Casey Mize,DET,3.71,4.71,48.10%,1.2,4.37,1.19,19.30%,6.70%,12.60%,
670,2021,J.C. Mejía,CLE,9.78,6.62,47.90%,-0.6,5.12,-2.11,17.80%,10.90%,6.90%,
671,2021,Humberto Castellanos,ARI,5.56,5.32,40.90%,0,5.41,-0.11,12.90%,6.10%,6.80%,
672,2021,Bailey Ober,MIN,4.19,4.56,33.10%,0.9,4.01,0.13,25.30%,5.00%,20.30%,
673,2021,Tylor Megill,NYM,4.52,4.69,42.40%,0.7,3.92,-0.43,26.10%,7.10%,19.00%,
674,2021,Shane McClanahan,TBR,3.43,3.31,45.50%,2.5,3.23,1.25,27.30%,7.20%,20.10%,
675,2021,Daniel Lynch IV,KCR,5.69,4.82,38.80%,0.6,5.22,-0.89,17.70%,10.00%,7.70%,
676,2021,Max Kranick,PIT,6.28,4.64,33.10%,0.5,5.76,-1.03,17.60%,10.40%,7.10%,
677,2021,Logan Gilbert,SEA,4.68,3.73,32.30%,2.2,4.19,-0.14,25.40%,5.60%,19.90%,
678,2021,Tarik Skubal,DET,4.39,5.06,38.60%,0.7,3.97,-0.59,26.20%,7.20%,18.90%,
679,2021,Trevor Rogers,MIA,2.64,2.55,40.10%,4.3,3.54,1.79,28.50%,8.40%,20.20%,
680,2021,Johan Oviedo,STL,5.31,5.48,47.50%,-0.1,5.36,-1.1,17.30%,12.90%,4.40%,
681,2021,Carlos Hernández,KCR,3.55,4.47,38.70%,0.6,5.42,0.71,15.80%,10.80%,5.00%,
682,2021,Luis Patiño,TBR,4.74,4.82,30.10%,0.5,5.36,-0.66,20.90%,9.60%,11.30%,
683,2021,Spencer Howard,2 Tms,7.21,5.09,37.40%,0.2,5.15,-1.48,20.70%,11.10%,9.60%,
684,2021,Luis Garcia,HOU,3.56,3.62,38.90%,3,3.91,1.85,26.30%,8.00%,18.20%,
685,2021,Ryan Weathers,SDP,6.36,6.17,43.20%,-0.5,5.07,-1.1,16.50%,8.60%,7.90%,
686,2021,Josiah Gray,2 Tms,5.27,5.75,30.90%,0.2,5.14,-0.7,23.80%,11.00%,12.80%,
687,2021,Drew Rasmussen,TBR,1.93,2.96,50.40%,1,3.85,1.09,18.20%,4.50%,13.60%,
688,2021,Alek Manoah,TOR,3.22,3.8,38.80%,2,4.17,0.69,27.70%,8.70%,19.00%,
689,2021,Kohei Arihara,TEX,6.64,6.76,40.70%,-0.6,5.5,-0.79,13.50%,7.30%,6.20%,
690,2022,Daulton Jefferies,OAK,5.72,3.77,46.60%,0.5,4.33,-1.11,16.30%,4.70%,11.60%,
691,2022,Jason Alexander,MIL,4.82,5.15,50.80%,-0.1,4.56,-0.44,13.50%,8.80%,4.80%,
692,2022,Tucker Davidson,2 Tms,6.2,5.83,45.30%,-0.3,5.69,-0.72,13.70%,14.50%,-0.90%,
693,2022,Alex Faedo,DET,5.53,4.62,31.20%,0.3,5.02,-0.83,18.00%,10.20%,7.80%,
694,2022,Joey Wentz,DET,3.03,3.54,36.60%,0.5,4.56,0.17,20.00%,9.60%,10.40%,
695,2022,Adam Oller,OAK,6.68,6.69,29.20%,-1.1,5.96,-1.85,14.20%,10.80%,3.40%,
696,2022,Zach Logue,OAK,6.2,5.61,27.80%,-0.3,5.2,-1.59,17.20%,7.40%,9.80%,
697,2022,Cory Abbott,WSN,6,6.75,29.90%,-0.5,5.93,-0.64,19.80%,12.60%,7.10%,
698,2022,Kutter Crawford,BOS,5.43,4.51,32.20%,0.4,4.35,-0.67,21.20%,7.70%,13.50%,
699,2022,Adrián Martínez,OAK,6.24,5.35,41.30%,-0.3,4.11,-1.55,20.50%,7.30%,13.10%,
700,2022,Glenn Otto,TEX,4.64,5.21,43.10%,0,4.82,-1.37,18.20%,10.60%,7.70%,
701,2022,Joe Ryan,MIN,3.55,3.99,27.70%,2.2,4.35,1.23,25.00%,7.80%,17.20%,
702,2022,Ryan Feltner,COL,6.03,4.79,40.80%,0.6,4.42,-1.34,19.90%,8.00%,11.90%,
703,2022,Davis Martin,CHW,5.48,4.2,35.50%,0.6,4.5,-0.7,17.60%,7.80%,9.80%,
704,2022,Konnor Pilkington,CLE,4.41,4.68,39.10%,0.2,4.92,-0.76,19.00%,12.10%,6.90%,
705,2022,Edward Cabrera,MIA,3.01,4.59,45.30%,0.4,4.12,1.33,25.80%,11.30%,14.40%,
706,2022,Javier Assad,CHC,2.95,4.64,38.10%,0.3,5.08,0.35,17.40%,12.40%,5.00%,
707,2022,Braxton Garrett,MIA,3.58,3.56,47.80%,1.5,3.5,-0.14,24.10%,6.40%,17.70%,
708,2022,Cole Ragans,TEX,4.95,4.91,36.20%,0.2,4.85,-0.49,15.50%,9.20%,6.30%,
709,2022,Hunter Greene,CIN,4.44,4.37,29.30%,1.6,3.64,0.7,30.90%,9.00%,21.80%,
710,2022,MacKenzie Gore,SDP,4.27,3.98,36.80%,0.9,4.42,0.74,23.10%,11.50%,11.50%,
711,2022,Jonathan Heasley,KCR,5.28,5.67,37.20%,-0.4,5.49,-1.32,15.10%,10.10%,4.90%,
712,2022,Josh Winckowski,BOS,5.75,5.07,51.30%,0,4.66,-0.89,13.60%,8.60%,5.00%,
713,2022,Roansy Contreras,PIT,3.81,4.43,35.00%,0.8,4.61,0.23,20.20%,9.50%,10.60%,
714,2022,Joan Adon,WSN,7.1,5.11,47.80%,0.1,5.06,-1.97,17.70%,12.60%,5.20%,
715,2022,JP Sears,2 Tms,4.27,4.61,38.30%,0.4,4.85,0.18,16.00%,8.40%,7.60%,
716,2022,Brayan Bello,BOS,4.82,2.92,52.90%,1.2,3.83,-0.64,20.00%,9.80%,10.20%,
717,2022,Kyle Bradish,BAL,4.9,4.46,45.60%,0.7,4.01,-0.36,21.80%,9.00%,12.80%,
718,2022,Josh Winder,MIN,4.42,4.49,32.50%,0.4,4.68,-0.53,18.30%,5.80%,12.50%,
719,2022,Garrett Hill,DET,4.22,5.43,38.00%,-0.1,5.83,-0.3,11.40%,9.70%,1.60%,
720,2022,George Kirby,SEA,3.39,2.99,45.50%,2.9,3.33,-0.11,24.50%,4.10%,20.50%,
721,2022,Beau Brieske,DET,4.19,4.97,37.50%,0.1,4.78,-0.13,15.90%,7.40%,8.60%,
722,2022,Andre Pallante,STL,3.98,4.01,61.40%,0.6,3.42,-0.05,17.50%,7.00%,10.50%,
723,2022,Tommy Henry,ARI,5.36,5.88,39.40%,-0.4,4.97,-0.28,17.60%,10.20%,7.30%,
724,2022,Nick Lodolo,CIN,3.66,3.9,46.00%,1.9,3.49,1.04,29.70%,8.80%,20.90%,
725,2022,Reid Detmers,LAA,3.77,3.79,36.00%,2.2,4.2,-0.17,22.60%,8.50%,14.10%,
726,2022,Spencer Strider,ATL,2.77,1.92,42.00%,4.1,2.2,2,38.10%,7.90%,30.30%,
727,2022,Graham Ashcraft,CIN,4.89,4.21,54.50%,1.4,4.09,-0.3,15.30%,6.50%,8.80%,
728,2022,Ken Waldichuk,OAK,4.93,4.3,35.40%,0.3,4.26,-0.1,22.60%,6.80%,15.80%,
729,2022,Bryce Elder,ATL,2.79,3.83,50.70%,0.7,4.11,0.63,21.00%,10.70%,10.30%,
730,2023,Jesse Scholtens,CHW,5.87,5.32,42.80%,0.2,5.12,-1.29,15.60%,7.40%,8.20%,
731,2023,Ronel Blanco,HOU,4.74,6.91,37.30%,-0.5,5.28,-0.41,22.00%,13.20%,8.80%,
732,2023,Connor Seabold,COL,7.63,6.66,31.20%,-0.4,5.99,-1.15,15.10%,7.70%,7.40%,
733,2023,Joey Wentz,DET,7.73,6.01,36.50%,-0.4,5.4,-2.7,17.90%,9.70%,8.20%,
734,2023,Kyle Muller,OAK,8.1,6.24,44.10%,-0.5,5.3,-2.02,15.70%,10.60%,5.10%,
735,2023,J.P. France,HOU,3.92,4.69,43.10%,1.2,4.79,0.5,17.20%,7.80%,9.40%,
736,2023,Jake Irvin,WSN,4.61,5.3,42.80%,0.7,5.14,-0.69,18.70%,10.20%,8.50%,
737,2023,Luis Medina,OAK,5.47,4.89,45.90%,0.4,4.88,-1.52,19.80%,12.10%,7.80%,
738,2023,Javier Assad,CHC,3.02,4.93,45.60%,0.3,4.48,0.9,19.00%,8.10%,10.90%,
739,2023,Matthew Liberatore,STL,5.88,4.4,42.50%,0.7,5.26,-1.36,15.00%,8.80%,6.20%,
740,2023,Taj Bradley,TBR,5.52,4.72,37.00%,0.9,3.8,-1.59,28.40%,8.70%,19.80%,
741,2023,Osvaldo Bido,PIT,5.71,4.29,34.30%,0.5,4.93,-0.39,20.20%,8.60%,11.70%,
742,2023,Michael Grove,LAD,6.75,4.81,38.60%,0.4,3.84,-1.19,24.80%,6.40%,18.40%,
743,2023,José Buttó,NYM,3.16,4.17,43.80%,0.5,4.91,0.5,19.70%,12.10%,7.60%,
744,2023,Grayson Rodriguez,BAL,4.35,3.93,47.20%,1.8,3.78,0.68,25.00%,8.20%,16.90%,
745,2023,Drew Rom,STL,8.02,5.75,39.50%,-0.1,5.6,-0.8,18.80%,11.20%,7.60%,
746,2023,Reese Olson,DET,4.32,4.22,43.30%,1.1,3.8,-0.4,25.10%,8.20%,16.90%,
747,2023,Jhony Brito,NYY,6.32,6.33,42.40%,-0.4,5.38,-1.05,16.40%,9.10%,7.30%,
748,2023,Brandon Williamson,CIN,4.46,4.63,37.40%,1.8,4.72,0.24,20.00%,7.90%,12.00%,
749,2023,Xzavion Curry,CLE,5.24,4.54,31.80%,0.4,5.57,-0.79,17.00%,8.80%,8.20%,
750,2023,Peyton Battenfield,CLE,4.68,4.85,42.60%,0.2,4.53,-0.52,18.70%,6.00%,12.70%,
751,2023,Hunter Brown,HOU,5.19,4.37,51.90%,1.8,3.49,-1.26,27.10%,8.10%,19.00%,
752,2023,Quinn Priester,PIT,7.88,6.71,51.10%,-0.4,5.23,-1.19,15.60%,12.50%,3.10%,
753,2023,Ryne Nelson,ARI,5.53,5.17,36.80%,0.7,5.31,-1.27,15.20%,7.30%,7.80%,
754,2023,Alec Marsh,KCR,7.64,7.84,28.70%,-0.8,5.26,-1.41,24.40%,11.90%,12.50%,
755,2023,Jared Shuster,ATL,5.81,5.38,35.70%,0,6.13,-0.73,13.00%,11.30%,1.70%,
756,2023,Bobby Miller,LAD,3.76,3.51,47.70%,2.8,3.75,1.09,23.60%,6.30%,17.20%,
757,2023,Hayden Wesneski,CHC,5.51,6.26,35.80%,-0.4,4.5,-0.59,19.00%,5.70%,13.30%,
758,2023,Logan Allen,CLE,3.81,4.19,42.70%,1.7,4.28,0.39,22.20%,8.90%,13.20%,
759,2023,Cody Bradford,TEX,6.95,4.77,27.50%,0.3,4.86,-0.64,20.00%,7.30%,12.70%,
760,2023,Luis L. Ortiz,PIT,4.93,5.89,49.40%,-0.4,5.47,-0.9,14.20%,12.40%,1.80%,
761,2023,Ken Waldichuk,OAK,5.33,5.86,35.50%,-0.5,5.22,-0.78,20.60%,11.10%,9.40%,
762,2023,Louis Varland,MIN,5.3,5.49,42.60%,-0.1,4.24,-0.31,22.40%,6.60%,15.80%,
763,2023,Kyle Harrison,SFG,4.15,5.53,26.80%,-0.1,5.01,-0.2,23.80%,7.50%,16.30%,
764,2023,Eury Pérez,MIA,3.15,4.11,25.40%,1.5,4.24,1.48,28.90%,8.30%,20.60%,
765,2023,Brandon Pfaadt,ARI,5.7,4.93,32.50%,0.5,4.37,-1.12,22.70%,6.30%,16.40%,
766,2023,Bryce Miller,SEA,4.32,3.98,33.50%,1.9,4.31,0.83,22.20%,4.80%,17.30%,
767,2023,Emmet Sheehan,LAD,5.23,4.81,33.10%,0.5,4.91,-0.37,25.00%,11.20%,13.80%,
768,2023,Andrew Abbott,CIN,3.87,4.2,28.60%,2.2,4.56,1.2,26.10%,9.60%,16.60%,
769,2023,Dylan Dodd,ATL,7.6,6.92,35.60%,-0.5,6.5,-0.78,9.10%,7.30%,1.80%,
770,2023,Chase Silseth,LAA,3.89,4.53,42.40%,0.4,3.36,0.44,29.90%,9.10%,20.80%,
771,2023,Jordan Wicks,CHC,4.41,4.7,46.80%,0.3,4.3,0.25,16.30%,7.50%,8.80%,
772,2023,Gavin Williams,CLE,3.29,4.05,38.10%,1.1,4.53,0.88,23.50%,10.70%,12.80%,
773,2023,Tanner Bibee,CLE,2.98,3.52,36.80%,3,4.22,2.49,24.10%,7.70%,16.40%,
774,2023,Bryan Woo,SEA,4.21,4.36,40.30%,0.9,4.26,-0.58,25.10%,8.40%,16.70%,
775,2023,Kodai Senga,NYM,2.98,3.63,44.70%,3.4,3.77,2.52,29.10%,11.10%,18.00%,
776,2024,Grant Holmes,ATL,4.01,3.91,45.20%,0.5,3.3,-0.22,28.20%,6.30%,21.80%,
777,2024,Tyler Phillips,PHI,7.44,5.89,43.50%,-0.1,4.65,-0.89,14.50%,4.80%,9.70%,
778,2024,Luis Gil,NYY,3.5,4.14,35.60%,2.2,4.36,1.68,26.80%,12.10%,14.80%,
779,2024,Tobias Myers,MIL,3.11,4.05,37.60%,1.9,4.07,0.77,21.80%,6.50%,15.20%,
780,2024,Keider Montero,DET,4.27,4.85,40.50%,0.3,4.35,-0.21,17.50%,7.30%,10.10%,
781,2024,José Buttó,NYM,3.08,4.17,39.80%,0.5,4.69,0.3,24.40%,13.50%,10.90%,
782,2024,Joey Cantillo,CLE,5.11,4.17,48.50%,0.4,3.45,-0.45,27.20%,9.50%,17.70%,
783,2024,Keaton Winn,SFG,7.16,4.85,50.00%,0,4.07,-1.37,20.20%,8.40%,11.80%,
784,2024,Ben Brown,CHC,3.23,3.45,34.40%,0.9,3.9,0.64,28.30%,9.20%,19.10%,
785,2024,Valente Bellozo,MIA,3.67,5.73,30.00%,-0.1,5.47,0.24,14.90%,7.10%,7.80%,
786,2024,Simeon Woods Richardson,MIN,4.17,4.12,35.30%,1.8,4.55,0.95,20.60%,8.40%,12.10%,
787,2024,Randy Vásquez,SDP,4.87,4.7,38.70%,0.8,4.9,-0.52,14.40%,6.70%,7.70%,
788,2024,Cooper Criswell,BOS,3.49,4.21,51.60%,1,4.18,0.47,19.00%,6.80%,12.20%,
789,2024,Roddery Muñoz,MIA,6.64,7.37,33.50%,-1.6,5.25,-2.51,18.90%,10.60%,8.40%,
790,2024,Joey Estes,OAK,5.11,4.93,24.90%,0.7,5.2,-0.96,17.30%,4.70%,12.60%,
791,2024,DJ Herz,WSN,4.16,3.71,36.40%,1.7,3.85,0.59,27.70%,9.40%,18.30%,
792,2024,Emerson Hancock,SEA,4.75,5.69,34.70%,-0.4,5.24,-0.84,14.70%,7.10%,7.50%,
793,2024,Max Meyer,MIA,5.68,5.9,50.00%,-0.3,4.43,-0.84,18.50%,7.70%,10.90%,
794,2024,Landon Knack,LAD,3.65,4.88,29.50%,0.4,4.18,0.26,24.90%,7.30%,17.60%,
795,2024,Slade Cecconi,ARI,5.75,4.2,33.70%,0.7,4.56,-0.68,19.60%,5.00%,14.60%,
796,2024,Mitchell Parker,WSN,4.29,3.85,38.00%,2.4,4.17,-0.61,20.60%,6.70%,13.90%,
797,2024,Tanner Gordon,COL,8.65,6.14,37.70%,-0.2,4.51,-1.43,16.30%,3.80%,12.50%,
798,2024,Carson Spiers,CIN,6.62,6.3,39.50%,-0.2,4.41,-0.79,20.30%,6.50%,13.80%,
799,2024,Jack Kochanowicz,LAA,3.99,4.62,57.00%,0.6,4.48,0.21,9.40%,3.80%,5.60%,
800,2024,Mitch Spence,OAK,4.64,4.37,47.40%,1.1,4.27,-1.43,18.80%,6.70%,12.10%,
801,2024,Kyle Harrison,SFG,4.56,4.33,40.90%,0.8,4.23,-0.48,22.20%,7.90%,14.30%,
802,2024,Gavin Stone,LAD,3.53,4.01,44.20%,2,4.02,1.16,20.00%,6.40%,13.60%,
803,2024,Jared Jones,PIT,4.14,4,38.70%,1.8,3.78,0.74,26.20%,7.70%,18.50%,
804,2024,Joe Boyle,OAK,6.54,4.55,34.80%,0.3,4.93,-0.92,24.50%,16.50%,8.00%,
805,2024,Spencer Arrighetti,HOU,4.61,4.17,35.80%,1.6,3.98,-0.31,26.90%,10.00%,16.90%,
806,2024,Cade Povich,BAL,5.2,4.79,35.20%,0.5,4.99,-0.95,19.60%,9.70%,9.90%,
807,2024,David Festa,MIN,5.1,3.72,37.80%,1.1,3.6,-0.53,27.10%,8.10%,19.00%,
808,2024,Jordan Wicks,CHC,5.7,5.51,38.70%,-0.2,4.72,-1,20.10%,9.50%,10.60%,
809,2024,Christian Scott,NYM,4.56,4.6,32.40%,0.4,4.71,-0.29,19.80%,6.10%,13.70%,
810,2024,Mason Black,SFG,5.88,5.1,31.80%,-0.1,5.12,-0.62,18.70%,8.40%,10.30%,
811,2024,Hayden Birdsong,SFG,4.75,4.67,39.80%,0.1,4.21,-0.16,27.90%,13.70%,14.30%,
812,2024,Jonathan Cannon,CHW,4.53,4.85,37.50%,0.9,4.73,0.07,17.20%,7.90%,9.30%,
813,2024,Zebby Matthews,MIN,6.69,5.72,38.00%,-0.2,4.05,-0.8,24.30%,6.20%,18.10%,
814,2024,Spencer Schwellenbach,ATL,3.35,3.29,41.60%,2.6,3.34,1.25,25.40%,4.60%,20.80%,
815,2024,Adam Mazur,SDP,7.49,6.23,33.60%,-0.3,6.2,-1.14,13.90%,13.30%,0.60%,
816,2024,Drew Thorpe,CHW,5.48,5.87,36.20%,-0.1,5.81,-0.08,13.20%,11.10%,2.10%,
817,2024,Paul Skenes,PIT,1.96,2.44,51.30%,4.3,2.54,3.69,33.10%,6.20%,26.80%,
818,2024,Yoshinobu Yamamoto,LAD,3,2.61,47.90%,2.8,2.86,0.96,28.50%,6.00%,22.60%,
819,2024,Shota Imanaga,CHC,2.91,3.72,37.20%,3,3.62,1.66,25.10%,4.00%,21.00%,
820,2024,Yariel Rodríguez,TOR,4.47,4.34,37.40%,1,4.42,-0.06,23.10%,10.90%,12.20%,